Rolling GDP Z Score,Rolling M2 Z Score,Rolling Bond Z Score
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
1.6645566866614354,1.8693134470509931,3.0368704291581285
1.7334441868845127,1.8565581661460422,3.1920577582932257
1.760474925466083,1.8328940696451819,2.8003959840253363
1.7128834344424426,1.828160382565504,2.5031769866845694
1.641395655682541,1.846718491530887,2.0478797239603774
1.6696316297295182,1.8582088514135318,2.480820877252411
1.5965812292298154,1.8108256235177822,2.53808611732444
1.5616569790175132,1.7418951663009494,2.4505200929468374
1.4419109099414396,1.6822644125813795,2.425127630138309
1.3619402470126103,1.6544518194712867,2.641652976859867
1.3122809089624439,1.5511329090828831,2.295771785712855
1.3341675453958663,1.5859830220544073,2.4962636483511993
1.1756141880199173,1.6878093641066798,1.976241149610233
1.3711715883533575,1.768712536278087,1.3714320022418807
1.360717391802336,1.926601013519711,1.2152587689070429
1.3804037923560197,2.013860354488745,1.4149031814750415
1.3470607227404665,2.058639813763587,1.1631784338520912
1.4818919588671335,2.0932953250676762,0.9622251233331884
1.6605039003624582,2.1261309506537205,0.9884057545561717
1.6873743546748412,2.147854667338843,0.8718009695652773
1.7962340319733727,2.206366044288761,0.8241016137758564
1.976596819071233,2.2124439667707616,0.7331772306349676
1.988383957984994,2.108127995351317,0.7734589719952072
1.8211339216168805,2.0704755019599195,0.8775904449429488
1.8424781093135991,1.9605962335974274,0.9519004150349512
1.651838062027919,1.9399625437573567,1.094296931733647
1.6054354486399458,1.8932460544958367,1.3953536021941069
1.4179341632867426,1.8208793748517662,1.7254056696302555
1.3049559449872554,1.778206615423735,2.0837116468921923
1.0896900502992504,1.7461038356998602,1.621898271147931
1.1293636626539578,1.8127653153114092,1.6495887358005785
1.2984626052412758,1.9324635544587092,1.480971673880384
1.4158650223899627,1.9306174471607516,1.4293305864653478
1.6453419514924736,1.9593902766533788,1.1452330136605882
1.6626274741497757,2.0063527742779317,0.9219320274825104
1.654269240182727,1.9937758658292823,1.0527741051547321
1.6721666749788437,2.0418871315893,0.7498697952657012
1.7428517563631154,2.0807842892156856,0.28737020342830716
1.8989124814373635,2.079259333399351,0.3395238946518074
2.009990110693829,2.0403783306641543,0.16077495530066066
1.8731404919824357,2.0039720713206552,0.24326307423186683
1.7902093551732559,1.9627545105140982,0.7508865270658138
2.1484515924769623,1.906024750586897,0.9361121353167774
2.10198814044347,1.868559626204899,1.3694581405194735
2.104130074454253,1.8528075649836426,1.306482266955263
1.975196670260181,1.8055905360268685,1.737215643721378
1.8597479480584436,1.807298582372728,1.783863388161388
1.8306365482583362,1.8159582633676326,1.4500941368392248
1.759256099608683,1.796584859033005,2.4318568562922054
1.6945161748159245,1.7671573949916337,3.0576712570636224
1.3594050477239186,1.7293944749403698,3.3258741667158502
1.2810210571692642,1.7758023067917488,2.1844811793484182
1.4501134191189666,1.8002973248100056,2.8005066179024682
1.6185968340362094,1.7629350921734956,2.75798385637103
1.4372617339674802,1.8258443786933773,2.960137266739433
1.5105651143534653,1.7835676844463653,2.8074285747482377
1.2902004832506972,1.7973239077284366,2.8716723703259817
1.0225651913905647,1.8320339728618376,2.455899878229418
1.0256574919379147,1.8155653225594401,1.9600341181270933
0.9222366885203508,1.7826115011595471,1.867102576290342
0.8775419103736841,1.7850105265030474,0.7936399570803908
1.0049223175660065,1.9286841919034812,0.6165322044112761
1.259616941439095,1.9902184362256152,0.46508813729771653
1.4750978371510863,1.9536775823862715,0.6951840793200732
1.6985959210818198,1.9176004382945508,0.7001678465312786
1.90647190204402,1.8984238358707124,0.6410326729596673
2.0680725788519387,1.9154064077198096,0.8505464336684943
2.097078288098141,1.8722826824361432,1.0545994066965805
2.097379716757582,1.842739641843784,0.6754574604739091
2.102376091071734,1.9049107527697051,0.4095383616951426
2.092443058890695,1.8832079858667103,0.43546803670761886
2.1692416406081163,1.8874810141716596,-0.14063591241660606
2.127264897770904,1.8524440380707323,-0.15556090976390918
2.1105233375525825,1.8092290245731903,-0.6391352898523585
2.0220056530015493,1.8155798110133732,-1.2534127062865963
2.0019190533968714,1.8456539621068957,-1.246196161180897
1.9335048538706023,1.8517680631175084,-1.288150664973043
1.9011381762573771,1.8456818612823396,-1.5305594755629974
1.8964904153261877,1.7748939273584057,-1.302146338709231
1.8625657929443802,1.688589665766452,-1.0384542467949527
1.9246544616170798,1.6599525551044032,-0.5264651228010631
1.8398877426915863,1.6290018852209895,-0.8677286246308485
1.8533606290187472,1.6601773122928993,-0.9836603626892283
1.783808005746737,1.636342788015905,-0.8554416888140408
1.8005848254803003,1.5807946686431533,-1.07134610172769
1.7805864377282667,1.5480155822466979,-0.9804112384027065
1.74333964258577,1.4971735353536277,-0.8536572573081376
1.7103386959436537,1.5131929123470504,-1.2294025421499288
1.62310138065692,1.558267882805795,-1.1671769179069025
1.631207452476094,1.584380142870797,-1.0716171913954322
1.5693688144102895,1.5730389028525353,-0.7992614210270609
1.48353175970651,1.5422947996480463,-0.8604695022794537
1.3121558541915888,1.5391875420720929,-0.6807590662663603
1.2032766279533633,1.5243369536075555,-0.9201423503728717
1.2319298227466544,1.5462401936773484,-0.9958335448580772
1.2382113656114242,1.527274886883079,-0.8939599985505198
1.2352345228747987,1.471291391428837,-1.1362627540138075
1.3368121240544164,1.4521881459936408,-1.2964834927604867
1.4248431856775556,1.427508406129827,-1.141551633063571
1.4992623863163654,1.3523967625750475,-1.249383675427316
1.575982084151069,1.3652428118957214,-1.2419374285908906
1.530609867705844,1.2991970681085596,-1.2380955105185103
1.5415167879633207,1.228565952810581,-1.5109901565310397
1.5392333975775716,1.2602402814115379,-1.7464381247150866
1.661901702490607,1.2542442305139376,-2.102508954594335
1.722006924560005,1.2573428597456546,-1.848429183576446
1.831485593115014,1.2304780911304194,-1.0163140321837454
1.816174240499247,1.2067678246704534,-0.7544344883833954
1.8815048378452472,1.153751489368977,-0.22954139257921446
1.8265937698826442,1.1430118391118231,-0.3115239141527259
1.7727909504958181,1.1295124431511208,-0.7721628797342761
1.8025863287057997,1.3293434019980093,-1.38819168270947
1.8069173945607604,1.4455849750838095,-1.592505181429292
1.821546820322626,1.5135100091602305,-1.7873190673767188
1.9617927321475155,1.637242019465607,-1.0367419902009791
1.972219970083233,1.7218306428663466,-0.8392705258171852
1.9903277306885396,1.7874365672825143,-1.0603966726152878
1.9503939345686578,1.9437592476576286,-0.9788477363290004
2.0446539469875407,1.9987244255358227,-0.6055970100490549
2.0650011004613313,2.0552627928688825,-1.2015978352782337
2.0230838157957516,2.1751395724532547,-1.2909293711861933
1.9993831191009432,2.2503396007670236,-1.6432639888381066
1.9658183741430446,2.3678641413495183,-1.4942562755829523
1.9716615041485688,2.379436490117294,-1.5531598004363703
2.014907414206019,2.4754699216233917,-1.6444045812258496
1.9691466458819507,2.4953859092304977,-1.6757422888802258
1.9164386946669838,2.400740266872224,-1.1859016125368227
1.9229256592065778,2.3522438611154532,-0.5127405524399912
1.964114928009999,2.264840011132122,-0.015606077949513577
1.8696650684916254,2.2231668099847766,0.3497587818566264
1.935735641642175,2.226803581757558,0.21391204082503315
1.817969073095826,2.07705114051514,0.3050659081080791
1.7673236206803191,2.054431134039943,0.20052663478595
1.628032351196078,2.073379428850195,-0.41679644388625714
1.5995573849593734,2.1647840769675284,-0.290604771722365
1.4690551381288839,2.0871210423363817,-0.37441818786521364
1.4198778900376052,2.113297966479488,-0.5126025302782045
1.4346107998126587,2.1037812649725085,-1.298838464449417
1.4282780916661155,1.9920154251492042,-0.8799508426981869
1.4026494708240158,1.9629453298307435,-1.2278300622282918
1.3490533969402512,1.9564370774697666,-1.5406887378600793
1.342680422708934,1.937661588155022,-1.6907656504217463
1.379345147174485,1.9079564824226618,-2.1678858195866897
1.504501532795329,1.9354326471619883,-2.315475291714902
1.5633349984015148,1.82384278913188,-1.9259887392474706
1.5542677701087197,1.7190726212615457,-2.0597339398738996
1.5750663748748994,1.7396091556665596,-1.6786804956685282
1.6166423658348474,1.731100783911119,-1.4466634131095533
1.6689361613821463,1.7186737102569425,-1.804844188753456
1.7319221466787027,1.6691480311590068,-1.8086237241154886
1.709541161728978,1.6053615897751372,-1.7172287563167994
1.729051541008602,1.5999039951789047,-1.9101183662356334
1.7203307233148963,1.6159932638309888,-1.452153110041157
1.8168603529045495,1.6149049241724223,-1.4338150115019315
1.756915563684512,1.6057341256913846,-0.7235782785111788
1.6891011360729589,1.609249632266868,-0.6700326721718839
1.721629386685819,1.6338562340952967,-1.036271123269551
1.6775644369852973,1.6654215496353064,-1.1122355275586693
1.6856457117364771,1.6994024321185486,-0.9745376561080616
1.6865988663664027,1.6862434487679903,-0.6301054856532846
1.6839898752228715,1.7035286259376268,-0.6860144480073402
1.5378450439816735,1.6984265943704493,-1.0336533748366332
1.5441747262575336,1.7956421298444176,-0.7360930951249465
1.3884606076018178,1.7677753517486587,-0.5551498788760884
0.9898566876964658,1.8542111544775415,0.22271856197764495
0.7608767540953615,2.030191249601505,-1.2669605163746784
0.6898540827872968,1.9859398948091442,-0.7899729968466905
0.7050228575723821,1.926876043736337,-0.7320188996973407
0.8375995603771298,1.8347755089837774,-1.1055760379865611
0.8782965684741301,1.718789636457912,-0.8945045187975553
1.0027039118707595,1.6916876168397388,-0.8193153872522183
1.0992697579062924,1.6736695165341173,-1.8668644988087781
1.1547256496293323,1.695830307405631,-1.9363018221123443
1.0643422677618606,1.6637754061563965,-1.1357780433992315
1.1644968680039642,1.7294745801290288,-0.8588322471455784
1.1198770095837431,1.8927181179018464,-1.4130063501946255
1.3477849156902382,1.9716568928032556,-3.3365023739483965
1.5221366991354763,1.9736118856084923,-3.107322797075438
1.6156328071288655,1.9598753816242491,-2.5267929857776066
1.6239271359159395,1.946628161019229,-2.995517270356281
1.6097137552730028,1.9589518259735972,-2.527237622834269
1.8141821154669715,1.9805056047754783,-1.8685897399261675
1.7987355763279511,1.9206270523606606,-1.8154710357732586
1.9677081202889846,1.8842387492418116,-0.9309832791881403
2.0800894866276165,1.902360460728875,-0.6353329727476806
1.8536912472516884,1.857770470869228,-0.6552076507471793
2.1203824020607307,1.8536276340776896,-0.9453267807805787
2.287909747949218,1.8426900935056194,-1.0046913596401743
2.22153667246363,1.8015827529152966,-1.2477265324578575
2.2346950113461177,1.8004926061019841,-1.7108502760565332
2.180302281672279,1.797585677246114,-1.5369309359201306
2.0729784470810526,1.760590979864651,-0.7120199445959586
1.9381470529024007,1.7363139454586751,-0.9125315088515485
1.917632737424782,1.7909521440160043,-0.8024266168791402
1.8351387877334469,1.8064474333927119,-1.2139883081310785
1.8212255747938235,1.8013261368522384,-1.5509279038698132
1.784365261268026,1.805606205284205,-1.1982113299455304
1.7463283366115316,1.7972690224122052,-0.6348668606094735
1.7261237644107164,1.7907081015722817,-0.6561382258698908
1.735481985707249,1.7530392494640459,-0.8376598216049854
1.7899572572495859,1.721805906017702,-0.9704815213629788
1.816448272163038,1.6695686662880305,-0.9914888055176374
1.8564063436713776,1.635537643244064,-0.4879635267944066
1.8327191793720206,1.6178088444866907,-0.4114090465612841
1.7630386265128337,1.5678664497344037,0.10514009789371556
1.7648892219645222,1.5886652937212844,-0.2218526362167459
1.7948138925595813,1.5698780334126636,-0.6546178927917892
1.799608679557878,1.6358092045957042,-1.4210924483150786
1.7666344676396684,1.6989930762826715,-1.8793420319796494
1.4461094978304059,1.7385834425723432,-1.9576195257484974
-0.25109577772951425,2.3966060343837605,-2.862380240948141
1.0157908677505807,2.7052702642041813,-3.092258455013656
1.173042145862329,2.587965948684237,-2.3737180240156204
1.4029137993019347,2.5559222138630897,-1.996932191234568
1.6287678268997208,2.5367498045999075,-1.1597786835528365
