M2 Z Score,Bond Z Score
-0.2974180552852046,0.9516265818646688
-0.2976389399540298,0.9553451514583754
-0.29474535079241954,0.8772551899905342
-0.29235979636910725,0.8698180508031209
-0.2884943146646661,0.9330337338961349
-0.2857111678374684,0.9888122778017356
-0.28467300989398986,0.9776565690206152
-0.28394409048686675,0.8921294683653613
-0.2819119515336747,0.7991652285226937
-0.27839988529935394,0.7954466589289864
-0.2746890228630904,0.7173566974611458
-0.27084562962553166,0.7545423933982128
-0.26852634060286695,0.7285124062422658
-0.26618496311331974,0.7285124062422658
-0.26421908956077533,0.7842909501478664
-0.2632913739517095,0.7805723805541599
-0.26353434708741724,0.6876081407114921
-0.2635564355542997,0.635548166399598
-0.26240783527640865,0.6132367488373582
-0.2612150580647525,0.5872067616814112
-0.25973513078362365,0.5239910785883972
-0.25774716876419673,0.48308681305762297
-0.2535945369902827,0.5165539394009833
-0.2527330867818644,0.5388653569632237
-0.25366080239093036,0.5314282177758104
-0.25390377552663806,0.5128353698072766
-0.2550523758045291,0.49052395224503686
-0.2549419334701165,0.43474540833943615
-0.25385959859287294,0.3901225732149556
-0.25131942490138304,0.37896686443383537
-0.24833748187224267,0.40499685158978244
-0.24774109326641464,0.445901117120556
-0.24813868567030006,0.4012782819960758
-0.24937563981572122,0.3752482948401287
-0.2503917092923172,0.3008769029659945
-0.2510101863650278,0.25253549824780736
-0.2510985402325578,0.20791266312332682
-0.24544389271063244,0.1967569543422066
-0.24422902703209376,0.15957125840513967
-0.24431738089962388,0.10007414490583229
-0.24350010762497062,-0.018920082092782467
-0.24206435727760675,-0.08957290437320974
-0.24107037626789332,-0.0858543347795031
-0.23811052170563546,0.010828474656871222
-0.2371386291628045,0.010828474656871222
-0.23705027529527442,0.007109905063164593
-0.2368735675602143,0.06660701856247198
-0.23590167501738335,0.2153498023107404
-0.23563661341479306,0.3640925860590085
-0.23353820906095354,0.40499685158978244
-0.23603420581867846,0.39755971240236887
-0.23411250919989918,0.4496196867142626
-0.2346647208719622,0.43474540833943615
-0.2345763670044321,0.535146787369517
-0.23497395940831742,0.6206738880247715
-0.23433339386872437,0.6615781535555451
-0.2345101016037845,0.5797696224939979
-0.23318479359083322,0.5797696224939979
-0.23373700526289626,0.5053982306198633
-0.23347194366030605,0.45333825630796926
-0.23168277784282185,0.41987112996460896
-0.22616066112219158,0.2785654854037544
-0.2207048098022088,0.14841554962401945
-0.2166184434289424,0.18931981515479335
-0.21184733458231786,0.24881692865410074
-0.20895374542070763,0.15585268881143305
-0.2064577486629827,0.08148129693729882
-0.20502199831561885,0.04429560100023154
-0.20290150549489683,-0.030075790873902355
-0.19883722758851294,-0.033794360467609315
-0.19576693069184248,0.03313989221911165
-0.1902006370374472,0.16700839759255293
-0.18781508261413488,0.22278694149815367
-0.18520864352199745,0.2674097766226342
-0.1823592312941522,0.3008769029659945
-0.17911222666242166,0.2785654854037544
-0.17758812244752767,0.20791266312332682
-0.17551180656057067,0.28228405499746106
-0.17122664398536155,0.18188267596737975
-0.16630091587055942,0.07404415774988522
-0.16111012615316697,0.1112298536869525
-0.1575759714519636,0.1930383847485
-0.15499162082670856,0.15213411921772607
-0.1517004392612129,0.24137978946668714
-0.14816628456000952,0.30831404215340813
-0.145471491600342,0.25253549824780736
-0.14176062916407842,0.18931981515479335
-0.1378067935921072,0.08891843612471208
-0.13040715718646265,0.11866699287436576
-0.1269392678859068,0.09263700571841903
-0.12267619377758027,0.03685846181281828
-0.11770628872901302,-0.01148294290536888
-0.11370827622327663,-0.052387208436142786
-0.10856166343964928,-0.10816575234174321
-0.10133873476906481,-0.0858543347795031
-0.09572826418090453,-0.06726148681096963
-0.09000735125833145,-0.07841719559208951
-0.08466194227276139,-0.07841719559208951
-0.08028842583002217,-0.1379143090913969
-0.07591490938728317,-0.13047716990398364
-0.07041488113353529,-0.14163287868510385
-0.061822467516234665,-0.18625571380958406
-0.05294290382946123,-0.19741142259070427
-0.04441675561280801,-0.18253714421587744
-0.03803318868375949,-0.25318996649630504
-0.031980948757948595,-0.24575282730889142
-0.026966866775616345,-0.18625571380958406
-0.025486939494487472,-0.10444718274803658
-0.01914754949920396,-0.09701004356062332
-0.013713786646103692,0.010828474656871222
-0.008898500865714054,0.12238556246807272
-0.0028462609399033554,0.10751128409324588
0.000952955363890232,0.18560124556108673
0.004487110065093607,0.18188267596737975
0.009744165183133665,0.24137978946668714
0.013940973890812672,0.17072696718625988
0.020015302283505974,0.24137978946668714
0.02624424994437688,0.3269068901219416
0.029159927572869827,0.2897211941848743
0.03594108690580376,0.2897211941848743
0.04831062836001557,0.27484691581004744
0.04561583540034804,0.40499685158978244
0.04954758250543663,0.28600262459116765
0.053435152676760425,0.2785654854037544
0.059642011870748926,0.24137978946668714
0.06752759454780892,0.2674097766226342
0.07103966078212968,0.24137978946668714
0.0734473036723246,0.2041940935296202
0.08329875990192889,0.11494842328065913
0.09447552414448465,0.09263700571841903
0.10293540696049026,0.07404415774988522
0.1157025408185873,0.029421322625405026
0.12983915962340078,0.1112298536869525
0.12917650561692515,0.1446969800303128
0.1380781577705812,0.10379271449953892
0.14470469783533751,0.08519986653100545
0.1521926881085123,0.04429560100023154
0.17673297481499312,0.10007414490583229
0.17421488959038578,0.0480141705939385
0.18384546115116485,0.025702753031698066
0.19557443706578365,-0.048668638842436156
0.20008048430981787,-0.13047716990398364
0.20657449357327917,-0.14535144827881047
0.2092030211322991,-0.033794360467609315
0.2092692865329467,-0.052387208436142786
0.2150343763892848,-0.05610577802984942
0.22055649310991507,-0.10072861315432995
0.22996618000186894,-0.1379143090913969
0.239331689960058,-0.19741142259070427
0.24472127587939307,-0.2792199536522518
0.25457273210899756,-0.21600427055923774
0.2656390540171405,-0.21972284015294472
0.27034389746311754,-0.25690853609001163
0.2775226491999369,-0.2717828144648385
0.2855186742114095,-0.353591345526386
0.2901130753229739,-0.3759027630886264
0.2983520734701543,-0.4316813069942268
0.311693507467197,-0.6250469258669757
0.31979997481308214,-0.7180111657096435
0.3301152888472197,-0.5246455468368946
0.3429486881059643,-0.37962133268233306
0.3367639173788584,-0.4391184461816404
0.3347538668925491,-0.44655558536905365
0.33590246717044014,-0.46514843333758715
0.3355048747665547,-0.47630414211870736
0.33738239445156903,-0.506052698868361
0.34595271960198726,-0.5209269772431879
0.3538383022790472,-0.5841426603362019
0.36291666216776347,-0.43539987658793344
0.3798806047335395,-0.32012421918302564
0.38038863947183754,-0.33127992796414585
0.3834147594347429,-0.40193275024457314
0.389179849291081,-0.46514843333758715
0.3968445472993158,-0.5358012556180147
0.4030734949601867,-0.5320826860243081
0.4089269386840548,-0.5134898380557746
0.41301330505732115,-0.5320826860243081
0.41438279000403766,-0.5729869515550817
0.4162382212221693,-0.632484065054389
0.4182261832415962,-0.5581126731802548
0.4213627455389142,-0.5841426603362019
0.42520613877647295,-0.6510769130229225
0.4323628020464097,-0.7217297353033502
0.4393427575812865,-0.6845440393662832
0.4465656862518708,-0.673388330585163
0.454119941925693,-0.6585140522103361
0.46165210913263277,-0.5767055211487886
0.46527461770136613,-0.5506755339928415
0.47117223835899924,-0.5692683819613751
0.4805377483171883,-0.5990169387110288
0.4859052457696408,-0.5767055211487886
0.4890859850007239,-0.5097712684620677
0.49732498314790435,-0.39449561105715986
0.4988049104290332,-0.353591345526386
0.5072206163112736,-0.3759027630886264
0.5163652416006375,-0.39077704146345327
0.523168489400454,-0.4539927245564673
0.529154463925617,-0.5172084076494813
0.539999901164935,-0.5172084076494813
0.5476866876400525,-0.5841426603362019
0.5572068168664189,-0.5878612299299085
0.5655562573480118,-0.5581126731802548
0.5690683235823327,-0.5618312427739618
0.5765121369217424,-0.5952983691173221
0.5925041869446876,-0.5320826860243081
0.5955523953744756,-0.5320826860243081
0.6028857663794726,-0.41308845902569336
0.6095785718448765,-0.43539987658793344
0.6264541605431225,-0.41308845902569336
0.6304963499826239,-0.4316813069942268
0.6335003814786468,-0.4614298637438805
0.6390004097323945,-0.543238394805428
0.6456490382640334,-0.5246455468368946
0.653092851603443,-0.5841426603362019
0.6718017830529384,-0.5097712684620677
0.6863359942616373,-0.5172084076494813
0.6958119465542387,-0.5023341292746544
0.6984846510470238,-0.4948969900872408
0.7023501327514651,-0.4539927245564673
0.7125991813849547,-0.45771129415017386
0.715912451417333,-0.4688670029312941
0.7313522897682153,-0.46514843333758715
0.7552299224682205,-0.2308785489340646
0.7664287751776586,-0.290375662433372
0.8053486538246609,-0.6882626089599898
0.8232844889332678,-0.6882626089599898
0.8297343212629641,-0.6064540778984423
0.8442906209385455,-0.5209269772431879
0.8450195403456688,-0.5618312427739618
0.8577645857368833,-0.506052698868361
0.8598629900907229,-0.480022711712414
0.8609453249679663,-0.5543941035865482
0.8608569711004362,-0.610172647492149
0.8606802633653763,-0.6585140522103361
0.8666220609567744,-0.6510769130229225
0.8732706894884132,-0.6362026346480957
0.872122089210522,-0.610172647492149
0.8637505602620467,-0.610172647492149
0.8747285283026598,-0.5767055211487886
0.8740658742961841,-0.6064540778984423
0.8808249451622353,-0.5990169387110288
0.8929515134807396,-0.7217297353033502
0.8971483221884187,-0.7514782920530038
0.8992909034760229,-0.8109754055523112
0.9104014023179313,-0.8965025062075653
0.9172488270515129,-0.8816282278327384
0.9280942642908304,-0.825849683927138
0.9326665769355125,-0.7551968616467104
0.9396686209372718,-0.6994183177411101
0.9443071989826012,-0.6919811785536965
0.9583996408536495,-0.6250469258669757
0.9708575361753913,-0.6585140522103361
0.9844419433081417,-0.6473583434292159
1.0000364009272018,-0.7217297353033502
1.0167794588241525,-0.7105740265222299
1.05338004844849,-0.7328854440844703
1.0957015509954007,-0.9411253413320458
1.1003622175076126,-1.0452452899558338
1.1078281193139046,-1.0861495554866074
1.119026972023343,-1.1270538210173813
1.1295631707263054,-1.104742403455141
1.1458423708187235,-1.1344909602047946
1.1586315931437032,-1.1344909602047946
1.1691677918466659,-1.0824309858929007
1.180830502360637,-1.093586694674021
1.190704047057124,-1.1530838081733283
1.204752311994407,-1.2125809216726355
1.2173869150512093,-1.3018265919215966
1.2306179067138394,-1.272078035171943
1.2478469108822057,-1.268359465578236
1.261850998885724,-1.2757966047656495
1.2758550868892427,-1.2646408959845294
1.3049235093066403,-1.2088623520789288
1.3105118914279184,-1.1530838081733283
1.3131404189869382,-1.1158981122362612
1.3277850725300495,-1.104742403455141
1.335383505137637,-1.1791137953292752
1.3441747149568803,-1.1196166818299678
1.3557711600702038,-0.9783110372691131
1.3660202087036937,-0.952281050113166
1.3780584231546675,-0.8779096582390318
1.3894781605329312,-0.8407239623019649
1.4145485704445926,-0.8816282278327384
1.4157192591893661,-0.8444425318956715
1.4303418242655952,-0.8481611014893782
1.4427776311204543,-0.8965025062075653
1.4632536399205516,-0.9113767845823921
1.4716914342696745,-0.9374067717383392
1.483243702449233,-0.989466746050233
1.4979325329261097,-1.0192153027998867
1.5091534741024302,-0.9857481764565263
1.5217439002254673,-1.0192153027998867
1.528171644088281,-1.0489638595495403
1.5356154574276908,-1.0378081507684203
1.5492882184279713,-1.1084609730488477
1.5572621549725614,-1.1084609730488477
1.5747783092104004,-1.1568023777670349
1.5902181475612827,-1.2795151743593562
1.6184472082371448,-1.2237366304537558
1.622113893739643,-1.2125809216726355
1.6307946612244741,-1.257203756797116
1.6374874666898778,-1.0861495554866074
1.6474493652538948,-1.0080595940187664
1.6583610678938603,-1.0229338723935932
1.669118151265648,-1.0638381379243673
1.6810459233822095,-1.052682429143247
1.689417452330685,-1.0973052642677275
1.7080601183795328,-1.056400998736954
1.722064206383051,-1.0898681250803142
1.7511326288004487,-1.0787124162991941
1.7690242869752908,-1.093586694674021
1.7832050827138697,-1.1456466689859148
1.8009642100874166,-1.2200180608600488
1.8157193059649404,-1.2088623520789288
1.8305406672431122,-1.2646408959845294
1.8434845088362695,-1.3464494270460772
1.8610448400078738,-1.3315751486712502
1.8741433008692088,-1.2981080223278898
1.8902237047596844,-1.260922326390823
1.906701701054045,-1.130772390611088
1.9155591762739357,-1.056400998736954
1.9321255264358266,-1.1084609730488477
1.9477199840548864,-1.0973052642677275
1.963027291604474,-1.0749938467054874
1.9758386023963361,-1.1270538210173813
1.9870595435726566,-1.1344909602047946
1.9930896950315848,-1.1977066432978087
2.005635944220857,-1.1902695041103952
2.0164592929932925,-1.2162994912663423
2.0256480952164213,-1.2162994912663423
2.0373549826641573,-1.2274552000474623
2.0449534152717446,-1.2386109088285826
2.0565719488519507,-1.260922326390823
2.0604153420895095,-1.246048048015996
2.0698250289814633,-1.1456466689859148
2.0822829243032053,-1.1270538210173813
2.0889978182354914,-1.1344909602047946
2.1033774101760128,-1.0787124162991941
2.1165642249048777,-1.093586694674021
2.1229919687676913,-1.1270538210173813
2.13235747872588,-1.1233352514236745
2.139116549591932,-1.0861495554866074
2.140729007674356,-1.0266524419873002
2.144837462514505,-0.9969038852376466
2.1711006496378227,-1.0712752771117808
2.186474222588057,-1.104742403455141
2.195972263347541,-1.1568023777670349
2.2063317543154435,-1.1642395169544484
2.2142836023931514,-1.193988073704102
2.236327892341907,-1.2014252128915155
2.2625469025314597,-1.294389452734183
2.2782076255511674,-1.3427308574523702
2.295149479650061,-1.4580065148572783
2.3153162499138027,-1.4394136668887447
2.3432802489870745,-1.4468508060761582
2.3648606811312973,-1.4282579581076247
2.381360765892541,-1.4468508060761582
2.3992303356005,-1.472880793232105
2.4132344236040186,-1.5323779067314123
2.532710940971575,-1.4431322364824515
2.7599129113251872,-1.662527842511147
2.9476869682934987,-1.6364978553552003
3.010992514378804,-1.6588092729174404
3.042004721881864,-1.7703663607286417
3.055655394415262,-1.7294620951978679
3.104956852497049,-1.7071506776356278
3.137228102612412,-1.6922763992608008
3.1834150868637643,-1.7108692472293345
3.2212305421666403,-1.7257435256041613
3.2797870678722036,-1.6550907033237336
3.339735166991366,-1.562126463481066
3.39409488398925,-1.435695097295038
3.4395750373003615,-1.487755071606932
3.4952379738443144,-1.4654436540446918
3.498993013214343,-1.5286593371377057
